league,season,team,player,nation,position,age,born_year,90s,passes_attempted,play_passes,fk_passes,free_kicks_passes,through_ball_passes,switches_passes,crosses_passes,throw_ins_passes,corner_kicks_passes,inswinging_corner_kicks,outswinging_corner_kicks,straight_corner_kicks,passes_completed,passes_offside,passes_blocked_by_rival
Ligue 1,2425,Paris S-G,Arnau Tenas,ESP,GK,23,2001.0,1.0,32,29,3,1,0,0,0,0,0,0,0,0,31,0,0
Ligue 1,2425,Paris S-G,Axel Tapé,FRA,"DF,MF",17,2007.0,2.0,151,148,3,2,0,0,0,1,0,0,0,0,142,0,2
Ligue 1,2425,Paris S-G,Bradley Barcola,FRA,FW,22,2002.0,24.2,917,894,19,5,6,2,25,12,2,0,0,0,749,4,22
Ligue 1,2425,Paris S-G,Désiré Doué,FRA,"FW,MF",19,2005.0,19.2,1133,1066,66,11,8,7,78,24,23,8,5,1,933,1,21
Ligue 1,2425,Paris S-G,Fabián Ruiz Peña,ESP,MF,29,1996.0,21.4,1627,1577,47,32,7,15,27,10,3,0,0,0,1458,3,27
Ligue 1,2425,Paris S-G,Gianluigi Donnarumma,ITA,GK,26,1999.0,23.2,632,508,124,35,0,0,0,0,0,0,0,0,552,0,0
Ligue 1,2425,Paris S-G,Gonçalo Ramos,POR,FW,23,2001.0,11.8,241,237,3,2,2,0,1,1,0,0,0,0,193,1,8
Ligue 1,2425,Paris S-G,Ibrahim Mbaye,FRA,"FW,MF",17,2008.0,3.8,148,147,0,0,0,0,5,0,0,0,0,0,128,1,2
Ligue 1,2425,Paris S-G,João Neves,POR,"MF,DF",20,2004.0,20.5,1634,1538,93,35,11,17,15,48,0,0,0,0,1491,3,13
Ligue 1,2425,Paris S-G,Khvicha Kvaratskhelia,GEO,FW,24,2001.0,10.2,547,507,38,5,5,3,33,5,27,6,12,0,468,2,15
Ligue 1,2425,Paris S-G,Lee Kang-in,KOR,"FW,MF",24,2001.0,18.5,1268,1149,114,15,13,10,94,7,84,24,32,0,1110,5,16
Ligue 1,2425,Paris S-G,Lucas Beraldo,BRA,DF,21,2003.0,22.3,2132,2072,55,29,1,9,3,25,0,0,0,0,2013,5,6
Ligue 1,2425,Paris S-G,Lucas Hernández,FRA,DF,29,1996.0,9.7,907,834,73,16,1,5,2,56,0,0,0,0,832,0,8
Ligue 1,2425,Paris S-G,Marco Asensio,ESP,"FW,MF",29,1996.0,6.9,335,314,19,2,4,1,13,3,6,2,0,0,291,2,7
Ligue 1,2425,Paris S-G,Marquinhos,BRA,DF,31,1994.0,19.2,1830,1791,36,23,3,13,3,11,0,0,0,0,1736,3,6
Ligue 1,2425,Paris S-G,Matvei Safonov,RUS,GK,26,1999.0,9.8,311,252,58,10,0,0,0,0,0,0,0,0,250,1,1
Ligue 1,2425,Paris S-G,Milan Škriniar,SVK,DF,30,1995.0,4.2,374,360,14,8,0,2,0,1,0,0,0,0,361,0,0
Ligue 1,2425,Paris S-G,Noham Kamara,FRA,DF,18,2007.0,0.8,79,74,5,0,1,0,0,5,0,0,0,0,74,0,0
Ligue 1,2425,Paris S-G,Nuno Mendes,POR,DF,22,2002.0,18.6,1488,1328,157,29,3,25,60,119,9,5,3,0,1293,3,21
Ligue 1,2425,Paris S-G,Ousmane Dembélé,FRA,FW,28,1997.0,19.2,1068,986,74,9,13,10,80,3,48,14,16,0,844,8,36
Ligue 1,2425,Paris S-G,Presnel Kimpembe,FRA,DF,29,1995.0,0.3,18,18,0,0,0,0,0,0,0,0,0,0,18,0,0
Ligue 1,2425,Paris S-G,Randal Kolo Muani,FRA,FW,26,1998.0,4.0,78,73,5,0,2,1,0,0,0,0,0,0,57,0,3
Ligue 1,2425,Paris S-G,Senny Mayulu,FRA,MF,19,2006.0,9.0,460,427,31,7,0,4,9,13,4,2,0,0,404,2,12
Ligue 1,2425,Paris S-G,Vitinha,POR,MF,25,2000.0,22.7,2403,2325,75,56,13,22,21,10,6,2,1,0,2236,3,19
Ligue 1,2425,Paris S-G,Warren Zaïre-Emery,FRA,"MF,DF",19,2006.0,22.8,1677,1605,70,17,2,18,9,50,0,0,0,0,1557,2,22
Ligue 1,2425,Paris S-G,Willian Pacho,ECU,DF,23,2001.0,23.7,1968,1920,46,27,0,3,0,11,0,0,0,0,1865,2,7
Ligue 1,2425,Paris S-G,Yoram Zague,FRA,"DF,FW",19,2006.0,2.0,183,168,15,0,0,0,4,15,0,0,0,0,172,0,2
Ligue 1,2425,Reims,Abdoul Koné,FRA,DF,20,2005.0,1.5,65,47,18,1,0,0,0,17,0,0,0,0,44,0,6
Ligue 1,2425,Reims,Amadou Koné,MLI,MF,20,2005.0,14.4,602,590,11,7,3,3,3,2,0,0,0,0,518,1,3
Ligue 1,2425,Reims,Amine Salama,FRA,FW,24,2000.0,4.1,82,75,7,0,0,2,4,0,0,0,0,0,62,0,4
Ligue 1,2425,Reims,Ange Martial Tia,MLI,"MF,DF",18,2006.0,1.9,62,57,4,2,0,0,3,0,2,2,0,0,44,1,0
Ligue 1,2425,Reims,Aurélio Buta,POR,DF,28,1997.0,21.9,991,792,196,14,0,0,32,181,0,0,0,0,819,3,18
Ligue 1,2425,Reims,Cédric Kipré,CIV,DF,28,1996.0,24.3,1292,1230,59,45,3,5,12,3,0,0,0,0,1148,3,2
Ligue 1,2425,Reims,Eloge Zabi,CIV,"DF,MF",18,2006.0,0.2,12,12,0,0,0,0,0,0,0,0,0,0,9,0,0
Ligue 1,2425,Reims,Emmanuel Agbadou,CIV,DF,27,1997.0,14.0,922,842,77,37,3,22,1,4,0,0,0,0,810,3,4
Ligue 1,2425,Reims,Gabriel Moscardo,BRA,"MF,DF",19,2005.0,0.9,38,37,1,1,0,0,0,0,0,0,0,0,30,0,0
Ligue 1,2425,Reims,Hafiz Ibrahim,NGA,FW,19,2005.0,4.3,50,46,4,0,0,0,1,0,0,0,0,0,30,0,2
Ligue 1,2425,Reims,Hiroki Sekine,JPN,DF,22,2002.0,9.9,504,425,77,9,0,1,21,68,0,0,0,0,407,2,15
Ligue 1,2425,Reims,Ike Orazi,IRL,MF,17,2007.0,0.0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
Ligue 1,2425,Reims,John Joe,IRL,MF,21,2003.0,6.1,223,215,5,4,0,1,5,0,0,0,0,0,165,3,9
Ligue 1,2425,Reims,Jordan Pefok,USA,FW,29,1996.0,4.2,50,45,5,0,0,1,1,1,0,0,0,0,39,0,2
Ligue 1,2425,Reims,Joseph Okumu,KEN,DF,27,1997.0,18.8,1083,1012,67,44,3,15,5,17,0,0,0,0,883,4,8
Ligue 1,2425,Reims,Junya Ito,JPN,"FW,MF",32,1993.0,29.9,1214,1048,160,44,7,6,234,19,92,27,52,0,811,6,40
Ligue 1,2425,Reims,Keito Nakamura,JPN,"FW,MF",24,2000.0,29.4,775,743,29,6,3,10,56,10,4,1,2,0,575,3,27
Ligue 1,2425,Reims,Malcolm Jeng,SWE,DF,20,2005.0,1.2,41,39,2,1,0,0,0,0,0,0,0,0,35,0,0
Ligue 1,2425,Reims,Mamadou Diakhon,FRA,"FW,MF",19,2005.0,9.5,257,247,9,2,1,3,33,5,1,0,0,0,198,1,10
Ligue 1,2425,Reims,Marshall Munetsi,ZIM,MF,28,1996.0,18.8,384,380,2,1,2,0,11,1,0,0,0,0,263,2,11
Ligue 1,2425,Reims,Martin Adeline,FRA,MF,21,2003.0,0.3,10,10,0,0,0,0,0,0,0,0,0,0,8,0,0
Ligue 1,2425,Reims,Mohamed Bamba,CIV,MF,20,2004.0,0.1,19,19,0,0,0,1,0,0,0,0,0,0,16,0,1
Ligue 1,2425,Reims,Mohamed Daramy,DEN,FW,23,2002.0,0.2,4,4,0,0,0,0,0,0,0,0,0,0,4,0,0
Ligue 1,2425,Reims,Mory Gbane,CIV,"DF,MF",24,2000.0,12.5,524,499,25,11,3,8,2,11,0,0,0,0,447,0,6
Ligue 1,2425,Reims,Nhoa Sangui,FRA,"DF,MF",19,2006.0,12.9,608,525,81,9,0,3,16,72,0,0,0,0,510,2,15
Ligue 1,2425,Reims,Niama Sissoko,MLI,"FW,MF",19,2005.0,0.5,11,9,2,0,0,0,0,0,0,0,0,0,7,0,1
Ligue 1,2425,Reims,Oumar Diakité,CIV,FW,21,2003.0,18.1,354,317,34,1,1,2,7,1,0,0,0,0,291,3,10
Ligue 1,2425,Reims,Reda Khadra,GER,"MF,FW",23,2001.0,0.9,30,27,3,3,1,0,3,0,0,0,0,0,22,0,0
Ligue 1,2425,Reims,Sergio Akieme,ESP,DF,27,1997.0,28.0,1147,952,190,25,0,1,94,152,11,9,0,0,929,5,19
Ligue 1,2425,Reims,Teddy Teuma,MLT,MF,31,1993.0,8.3,624,545,75,29,3,8,44,10,23,17,4,0,494,4,17
Ligue 1,2425,Reims,Thibault De Smet,BEL,DF,26,1998.0,2.1,116,106,9,3,0,0,0,1,0,0,0,0,105,1,1
Ligue 1,2425,Reims,Valentin Atangana Edoa,FRA,MF,19,2005.0,31.7,1056,1037,13,11,2,0,17,1,0,0,0,0,908,6,14
Ligue 1,2425,Reims,Yaya Kader Fofana,MLI,"MF,FW",20,2004.0,7.0,232,228,4,3,3,0,6,0,1,0,0,0,177,0,5
Ligue 1,2425,Reims,Yehvann Diouf,FRA,GK,25,1999.0,34.0,1219,874,339,119,0,2,0,0,0,0,0,0,848,6,1
Ligue 1,2425,Rennes,Adrien Truffert,FRA,"DF,MF",23,2001.0,30.6,1601,1312,283,27,1,3,145,218,38,11,19,0,1263,6,39
Ligue 1,2425,Rennes,Albert Grønbaek,DEN,"MF,FW",24,2001.0,9.0,247,213,31,7,1,1,28,5,19,16,3,0,155,3,15
Ligue 1,2425,Rennes,Alidu Seidu,GHA,DF,24,2000.0,8.9,518,435,81,19,1,3,4,56,0,0,0,0,426,2,7
Ligue 1,2425,Rennes,Amine Gouiri,ALG,"MF,FW",25,2000.0,11.5,354,319,35,9,3,0,12,5,7,5,1,0,277,0,16
Ligue 1,2425,Rennes,Anthony Rouault,FRA,DF,23,2001.0,10.8,680,651,28,18,0,1,0,0,0,0,0,0,623,1,7
Ligue 1,2425,Rennes,Arnaud Kalimuendo,FRA,"FW,MF",23,2002.0,28.6,605,549,53,4,3,5,13,1,0,0,0,0,477,3,24
Ligue 1,2425,Rennes,Ayanda Sishuba,BEL,FW,20,2005.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ligue 1,2425,Rennes,Azor Matusiwa,NED,MF,27,1998.0,23.1,1119,1081,35,29,4,7,1,6,0,0,0,0,975,3,13
Ligue 1,2425,Rennes,Baptiste Santamaria,FRA,MF,30,1995.0,5.4,308,296,12,10,1,2,4,1,0,0,0,0,254,0,9
Ligue 1,2425,Rennes,Benjamin Bourigeaud,FRA,MF,31,1994.0,0.9,48,40,8,2,0,1,6,0,6,4,1,0,36,0,1
Ligue 1,2425,Rennes,Brice Samba,FRA,GK,31,1994.0,17.0,672,515,156,54,0,2,0,0,0,0,0,0,525,1,0
Ligue 1,2425,Rennes,Carlos Gómez,COL,"MF,DF",22,2002.0,4.2,115,110,5,0,1,0,19,5,0,0,0,0,84,0,2
Ligue 1,2425,Rennes,Christopher Wooh,CMR,DF,23,2001.0,16.2,860,822,35,27,0,2,0,1,0,0,0,0,749,3,5
Ligue 1,2425,Rennes,Djaoui Cissé,FRA,MF,21,2004.0,12.5,625,611,11,10,1,14,3,0,0,0,0,0,547,3,16
Ligue 1,2425,Rennes,Gauthier Gallon,FRA,GK,32,1993.0,0.5,19,15,4,0,0,0,0,0,0,0,0,0,16,0,0
Ligue 1,2425,Rennes,Glen Kamara,FIN,MF,29,1995.0,7.4,412,400,10,9,1,0,0,1,0,0,0,0,372,2,3
Ligue 1,2425,Rennes,Hans Hateboer,NED,DF,31,1994.0,18.7,1128,1035,90,33,0,7,33,57,0,0,0,0,962,3,21
Ligue 1,2425,Rennes,Henrik Meister,DEN,FW,21,2003.0,0.7,14,14,0,0,0,0,0,0,0,0,0,0,11,0,0
Ligue 1,2425,Rennes,Ismaël Koné,CAN,MF,22,2002.0,5.2,208,201,7,5,2,5,2,1,1,0,0,0,176,0,3
Ligue 1,2425,Rennes,Jordan James,WAL,MF,20,2004.0,13.1,574,526,47,16,1,9,34,2,29,6,10,0,483,1,8
Ligue 1,2425,Rennes,Jota,POR,"FW,MF",26,1999.0,3.7,132,124,8,1,1,1,16,4,3,1,0,0,95,0,4
Ligue 1,2425,Rennes,Jérémy Jacquet,FRA,DF,19,2005.0,10.3,508,471,35,23,1,4,3,12,0,0,0,0,424,2,10
Ligue 1,2425,Rennes,Kazeem Olaigbe,BEL,"MF,FW",22,2003.0,3.3,141,138,3,0,1,2,10,0,2,1,1,0,124,0,3
Ligue 1,2425,Rennes,Kyogo Furuhashi,JPN,FW,30,1995.0,1.4,11,9,2,0,0,0,0,0,0,0,0,0,3,0,1
Ligue 1,2425,Rennes,Leo Skiri Østigård,NOR,DF,25,1999.0,13.6,797,769,28,16,0,4,0,1,0,0,0,0,676,0,6
Ligue 1,2425,Rennes,Lilian Brassier,FRA,DF,25,1999.0,13.7,919,882,34,27,1,8,9,3,0,0,0,0,787,3,8
Ligue 1,2425,Rennes,Lorenz Assignon,TOG,"DF,MF",24,2000.0,26.2,1301,1067,228,15,3,5,70,212,1,0,0,0,1015,6,38
Ligue 1,2425,Rennes,Ludovic Blas,FRA,"MF,FW",27,1997.0,25.5,938,817,119,45,8,21,124,6,64,42,14,0,693,2,20
Ligue 1,2425,Rennes,Mahamadou Nagida,CMR,DF,19,2005.0,4.8,226,193,33,4,0,2,29,29,0,0,0,0,174,0,8
Ligue 1,2425,Rennes,Mikayil Ngor Faye,SEN,DF,20,2004.0,7.6,534,494,38,26,0,2,1,10,0,0,0,0,473,2,6
Ligue 1,2425,Rennes,Mohamed Meité,FRA,FW,17,2007.0,6.0,94,88,6,0,1,0,2,0,0,0,0,0,62,0,4
Ligue 1,2425,Rennes,Musa Al-Taamari,JOR,"FW,MF",27,1997.0,6.3,132,124,8,2,0,0,6,0,0,0,0,0,108,0,5
Ligue 1,2425,Rennes,Naouirou Ahamada,FRA,"MF,FW",23,2002.0,0.6,22,22,0,0,0,0,1,0,0,0,0,0,17,0,0
Ligue 1,2425,Rennes,Seko Fofana,CIV,MF,30,1995.0,9.4,552,541,9,7,1,9,5,2,0,0,0,0,499,2,5
Ligue 1,2425,Rennes,Steve Mandanda,FRA,GK,40,1985.0,16.5,499,388,111,38,0,0,0,0,0,0,0,0,353,0,0
Ligue 1,2425,Saint-Étienne,Aimen Moueffek,FRA,MF,24,2001.0,11.5,396,390,6,4,2,0,4,1,0,0,0,0,336,0,7
Ligue 1,2425,Saint-Étienne,Anthony Briançon,FRA,DF,30,1994.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ligue 1,2425,Saint-Étienne,Augustine Boakye,GHA,"FW,MF",24,2000.0,8.1,256,249,6,0,2,1,5,2,1,0,0,0,192,1,7
Ligue 1,2425,Saint-Étienne,Ayman Aiki,FRA,"FW,MF",19,2005.0,1.4,29,29,0,0,0,0,1,0,0,0,0,0,17,0,1
Ligue 1,2425,Saint-Étienne,Ben Old,NZL,"FW,MF",22,2002.0,5.9,146,137,8,1,2,0,19,2,5,4,0,0,108,1,7
Ligue 1,2425,Saint-Étienne,Benjamin Bouchouari,MAR,MF,23,2001.0,19.7,1040,1022,16,8,6,3,9,7,1,0,1,0,902,2,15
Ligue 1,2425,Saint-Étienne,Beres Owusu,FRA,DF,21,2003.0,1.0,32,26,6,0,0,0,1,6,0,0,0,0,20,0,1
Ligue 1,2425,Saint-Étienne,Dennis Appiah,FRA,DF,32,1992.0,23.6,1179,957,218,16,3,2,52,202,0,0,0,0,903,4,43
Ligue 1,2425,Saint-Étienne,Djylian N'Guessan,FRA,FW,16,2008.0,2.0,53,51,1,0,0,0,0,0,0,0,0,0,44,1,1
Ligue 1,2425,Saint-Étienne,Dylan Batubinsika,COD,DF,29,1996.0,22.4,1217,1179,34,28,1,0,1,6,0,0,0,0,1112,4,4
Ligue 1,2425,Saint-Étienne,Florian Tardieu,FRA,MF,33,1992.0,13.9,1013,953,57,30,4,6,24,11,16,7,3,0,869,3,7
Ligue 1,2425,Saint-Étienne,Gautier Larsonneur,FRA,GK,28,1997.0,34.0,1185,866,317,112,0,0,0,0,0,0,0,0,782,2,0
Ligue 1,2425,Saint-Étienne,Ibrahim Sissoko,MLI,FW,29,1995.0,9.1,178,156,21,0,1,2,3,0,0,0,0,0,118,1,7
Ligue 1,2425,Saint-Étienne,Ibrahima Wadji,SEN,"FW,MF",30,1995.0,3.9,63,54,9,0,0,0,2,0,0,0,0,0,53,0,1
Ligue 1,2425,Saint-Étienne,Igor Miladinović,SRB,"FW,MF",21,2003.0,0.3,15,15,0,0,0,0,0,0,0,0,0,0,12,0,0
Ligue 1,2425,Saint-Étienne,Irvin Cardona,FRA,FW,27,1997.0,11.8,381,369,8,3,3,0,31,5,0,0,0,0,255,4,13
Ligue 1,2425,Saint-Étienne,Jibril Othman,TUN,FW,21,2004.0,0.1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
Ligue 1,2425,Saint-Étienne,Kévin Pedro,FRA,DF,19,2006.0,0.1,11,8,3,0,0,0,1,3,0,0,0,0,6,0,0
Ligue 1,2425,Saint-Étienne,Lamine Fomba,FRA,MF,27,1998.0,2.4,145,144,1,1,1,2,1,0,0,0,0,0,121,0,4
Ligue 1,2425,Saint-Étienne,Louis Mouton,FRA,MF,22,2002.0,11.6,551,525,23,6,5,4,21,4,13,1,9,0,442,3,14
Ligue 1,2425,Saint-Étienne,Lucas Stassin,BEL,FW,20,2004.0,21.0,473,408,63,0,5,1,19,0,0,0,0,0,350,2,23
Ligue 1,2425,Saint-Étienne,Léo Pétrot,FRA,DF,28,1997.0,29.3,1385,1163,220,18,1,2,51,196,6,5,0,0,1114,2,28
Ligue 1,2425,Saint-Étienne,Marwann Nzuzi,FRA,DF,21,2004.0,1.4,55,41,14,0,0,0,1,14,0,0,0,0,46,0,1
Ligue 1,2425,Saint-Étienne,Mathieu Cafaro,FRA,"MF,FW",28,1997.0,8.1,239,210,29,6,2,1,27,6,17,5,8,0,172,0,5
Ligue 1,2425,Saint-Étienne,Mathis Amougou,FRA,MF,19,2006.0,9.5,301,290,7,4,1,1,1,1,0,0,0,0,232,4,4
Ligue 1,2425,Saint-Étienne,Maxime Bernauer,FRA,DF,26,1998.0,8.5,469,452,14,12,1,4,0,1,0,0,0,0,413,3,3
Ligue 1,2425,Saint-Étienne,Mickael Nade,FRA,DF,26,1999.0,25.6,1366,1277,89,47,1,1,1,3,0,0,0,0,1229,0,8
Ligue 1,2425,Saint-Étienne,Pierre Cornud,FRA,DF,28,1996.0,6.4,331,276,54,10,1,4,14,43,1,1,0,0,271,1,7
Ligue 1,2425,Saint-Étienne,Pierre Ekwah Elimby,FRA,MF,23,2002.0,28.6,1593,1536,57,53,3,12,5,2,1,1,0,0,1405,0,16
Ligue 1,2425,Saint-Étienne,Yunis Abdelhamid,MAR,DF,37,1987.0,11.5,505,461,42,20,0,0,0,3,0,0,0,0,438,2,1
Ligue 1,2425,Saint-Étienne,Yvann Macon,FRA,DF,26,1998.0,8.8,408,345,62,6,0,1,23,56,0,0,0,0,301,1,11
Ligue 1,2425,Saint-Étienne,Zuriko Davitashvili,GEO,"FW,MF",24,2001.0,30.9,938,799,134,40,6,1,85,16,68,13,34,0,737,5,22
Ligue 1,2425,Strasbourg,Abakar Sylla,CIV,DF,22,2002.0,10.6,658,589,69,25,0,1,1,12,0,0,0,0,583,0,7
Ligue 1,2425,Strasbourg,Andrew Omobamidele,IRL,DF,22,2002.0,6.0,390,374,16,11,0,0,0,0,0,0,0,0,367,0,2
Ligue 1,2425,Strasbourg,Andrey Santos,BRA,MF,21,2004.0,31.7,1588,1519,62,61,8,1,0,1,0,0,0,0,1401,7,23
Ligue 1,2425,Strasbourg,Caleb Wiley,USA,"DF,MF",20,2004.0,3.0,123,100,22,2,1,2,7,20,0,0,0,0,97,1,4
Ligue 1,2425,Strasbourg,Diego Moreira,POR,"DF,MF",20,2004.0,28.5,1327,1170,152,27,7,6,93,116,9,4,3,0,1028,5,30
Ligue 1,2425,Strasbourg,Dilane Bakwa,FRA,"MF,DF",22,2002.0,27.7,1109,961,141,48,11,15,153,31,62,29,27,0,808,7,23
Ligue 1,2425,Strasbourg,Eduard Sobol,UKR,DF,30,1995.0,1.1,34,26,8,1,0,0,1,7,0,0,0,0,22,0,1
Ligue 1,2425,Strasbourg,Emanuel Emegha,NED,FW,22,2003.0,25.5,340,316,22,0,0,0,0,1,0,0,0,0,273,2,7
Ligue 1,2425,Strasbourg,Félix Lemaréchal,FRA,"MF,FW",21,2003.0,19.8,694,653,35,7,7,0,26,6,9,8,1,0,551,6,20
Ligue 1,2425,Strasbourg,Guela Doué,CIV,DF,22,2002.0,30.2,2023,1728,293,63,1,3,46,226,0,0,0,0,1688,2,26
Ligue 1,2425,Strasbourg,Guimissongui Ouattara,FRA,"DF,FW",19,2005.0,5.2,195,185,10,1,0,1,3,9,0,0,0,0,167,0,3
Ligue 1,2425,Strasbourg,Habib Diarra,SEN,"MF,FW",21,2004.0,26.1,978,936,40,11,6,5,54,10,0,0,0,0,812,2,25
Ligue 1,2425,Strasbourg,Ismaël Doukouré,FRA,"DF,MF",21,2003.0,29.3,1685,1561,117,46,2,2,1,15,0,0,0,0,1494,7,13
Ligue 1,2425,Strasbourg,Junior Mwanga,FRA,MF,22,2003.0,3.3,147,144,3,3,0,1,0,0,0,0,0,0,133,0,1
Ligue 1,2425,Strasbourg,Jérémy Sebas,MTQ,"FW,MF",22,2003.0,2.1,41,40,1,0,0,0,2,0,0,0,0,0,27,0,3
Ligue 1,2425,Strasbourg,Karl-Johan Johnsson,SWE,GK,35,1990.0,3.0,129,118,11,4,0,0,0,0,0,0,0,0,107,0,0
Ligue 1,2425,Strasbourg,Karol Fila,POL,MF,26,1998.0,0.1,4,4,0,0,0,0,0,0,0,0,0,0,2,0,1
Ligue 1,2425,Strasbourg,Mamadou Sarr,FRA,DF,19,2005.0,26.3,1699,1612,86,57,0,2,1,4,0,0,0,0,1593,1,13
Ligue 1,2425,Strasbourg,Marvin Senaya,TOG,DF,24,2001.0,2.5,138,109,27,5,0,0,1,22,0,0,0,0,110,2,4
Ligue 1,2425,Strasbourg,Milos Lukovic,SRB,"FW,MF",19,2005.0,0.1,3,3,0,0,0,0,0,0,0,0,0,0,2,0,0
Ligue 1,2425,Strasbourg,Nordine Kandil,FRA,MF,23,2001.0,0.1,6,6,0,0,0,0,0,0,0,0,0,0,3,0,0
Ligue 1,2425,Strasbourg,Pape Daouda Diongue,SEN,"MF,FW",nan,0.0,0.9,57,56,1,1,0,0,1,0,0,0,0,0,47,0,2
Ligue 1,2425,Strasbourg,Saidou Sow,GUI,DF,22,2002.0,11.3,636,618,17,13,0,0,0,0,0,0,0,0,577,1,1
Ligue 1,2425,Strasbourg,Samuel Amo-Ameyaw,ENG,"DF,MF",18,2006.0,3.6,123,116,7,1,1,0,6,3,3,1,0,0,106,0,3
Ligue 1,2425,Strasbourg,Sebastian Nanasi,SWE,"MF,FW",23,2002.0,23.4,812,721,89,14,10,1,66,9,55,21,26,0,643,2,13
Ligue 1,2425,Strasbourg,Sekou Mara,FRA,"FW,MF",22,2002.0,8.5,185,172,13,0,2,1,3,1,0,0,0,0,128,0,11
Ligue 1,2425,Strasbourg,Thomas Delaine,FRA,DF,33,1992.0,0.1,4,3,1,0,0,0,0,1,0,0,0,0,0,0,0
Ligue 1,2425,Strasbourg,Valentín Barco,ARG,"MF,DF",20,2004.0,12.9,777,708,68,17,2,4,31,48,2,1,0,0,644,1,16
Ligue 1,2425,Strasbourg,Óscar Perea,COL,"MF,DF",19,2005.0,0.2,10,9,1,0,0,0,0,1,0,0,0,0,10,0,0
Ligue 1,2425,Strasbourg,Đorđe Petrović,SRB,GK,25,1999.0,31.0,1547,1371,174,67,0,1,0,0,0,0,0,0,1244,2,1
Ligue 1,2425,Toulouse,Aron Dønnum,NOR,"DF,MF",27,1998.0,29.9,1213,1013,190,31,7,26,117,127,32,23,5,0,880,10,42
Ligue 1,2425,Toulouse,Charlie Cresswell,ENG,DF,22,2002.0,28.8,1551,1466,81,33,0,8,4,12,0,0,0,0,1287,4,7
Ligue 1,2425,Toulouse,Cristian Cásseres Jr.,VEN,MF,25,2000.0,30.0,1421,1272,144,80,5,9,80,11,46,26,12,0,1120,5,26
Ligue 1,2425,Toulouse,Denis Genreau,AUS,MF,26,1999.0,2.5,127,111,15,3,0,0,9,4,6,2,3,0,105,1,3
Ligue 1,2425,Toulouse,Djibril Sidibé,FRA,DF,32,1992.0,23.3,1277,1094,180,48,6,4,45,127,1,0,1,0,1018,3,16
Ligue 1,2425,Toulouse,Edhy Zuliani,ITA,DF,20,2004.0,0.1,2,2,0,0,0,0,0,0,0,0,0,0,2,0,0
Ligue 1,2425,Toulouse,Frank Magri,CMR,"FW,MF",25,1999.0,16.8,251,223,25,0,3,1,4,3,0,0,0,0,178,3,9
Ligue 1,2425,Toulouse,Gabriel Suazo,CHI,DF,27,1997.0,24.0,1248,1031,214,36,3,9,78,158,20,14,4,0,994,3,27
Ligue 1,2425,Toulouse,Guillaume Restes,FRA,GK,20,2005.0,28.3,811,602,208,73,0,1,0,0,0,0,0,0,587,1,1
Ligue 1,2425,Toulouse,Jaydee Canvot,FRA,"DF,MF",18,2006.0,12.3,536,523,13,8,2,5,6,3,0,0,0,0,462,0,11
Ligue 1,2425,Toulouse,Joshua King,NOR,"FW,MF",33,1992.0,18.6,358,332,23,1,0,1,9,5,0,0,0,0,253,3,8
Ligue 1,2425,Toulouse,Kjetil Haug,NOR,GK,26,1998.0,5.5,130,81,49,14,0,0,0,0,0,0,0,0,82,0,0
Ligue 1,2425,Toulouse,Logan Costa,CPV,DF,24,2001.0,1.0,56,55,1,0,0,0,1,1,0,0,0,0,47,0,0
Ligue 1,2425,Toulouse,Mark McKenzie,USA,DF,26,1999.0,27.7,1356,1243,113,29,0,6,1,70,0,0,0,0,1167,0,9
Ligue 1,2425,Toulouse,Miha Zajc,SVN,MF,30,1994.0,2.9,185,179,6,2,1,0,7,0,4,2,2,0,153,0,2
Ligue 1,2425,Toulouse,Naatan Skyttä,FIN,FW,23,2002.0,0.1,4,4,0,0,0,0,0,0,0,0,0,0,4,0,0
Ligue 1,2425,Toulouse,Niklas Schmidt,GER,MF,27,1998.0,2.3,180,166,14,2,0,3,16,0,12,5,7,0,142,0,4
Ligue 1,2425,Toulouse,Noah Edjouma,FRA,"MF,FW",19,2005.0,1.9,52,50,2,0,0,1,6,1,1,1,0,0,36,0,3
Ligue 1,2425,Toulouse,Rafik Messali,FRA,DF,22,2003.0,5.1,227,199,28,4,0,0,16,24,0,0,0,0,166,0,10
Ligue 1,2425,Toulouse,Rasmus Nicolaisen,DEN,DF,28,1997.0,6.9,385,374,11,9,1,0,0,1,0,0,0,0,339,0,3
Ligue 1,2425,Toulouse,Shavy Babicka,GAB,"MF,FW",24,2000.0,13.2,292,279,11,1,1,3,39,9,0,0,0,0,196,2,12
Ligue 1,2425,Toulouse,Vincent Sierro,SUI,MF,29,1995.0,26.7,1372,1237,132,70,6,14,64,3,38,18,18,0,1076,3,18
Ligue 1,2425,Toulouse,Waren Kamanzi,NOR,"DF,MF",24,2000.0,11.4,481,403,78,7,1,0,16,71,0,0,0,0,399,0,20
Ligue 1,2425,Toulouse,Yann Gboho,FRA,"MF,FW",24,2001.0,25.9,644,633,6,2,7,1,26,0,0,0,0,0,478,5,33
Ligue 1,2425,Toulouse,Zakaria Aboukhlal,MAR,"MF,FW",25,2000.0,21.1,349,333,13,1,0,0,33,7,3,2,0,0,221,3,14
