league,season,team,player,nation,position,age,born_year,90s,tackles,tackles_won,tackles_defensive_third,tackles_middle_third,tackles_offensive_third,dribblers_tackled,dribblers_tackled_attempted,perc_dribblers_tackled,dribblers_tackled_lost,blocks,shots_blocked,passes_blocked,interceptions,tackles_and_interceptions,clearances,errors
La Liga,2425,Leganés,Enric Franquesa,ESP,"DF,FW",28,1997.0,6.8,17,9,9,6,2,9,13,69.2,4,7,1,6,5,22,12,0
La Liga,2425,Leganés,Javi Hernández,ESP,DF,27,1998.0,25.5,25,15,16,6,3,16,44,36.4,28,25,5,20,23,48,96,0
La Liga,2425,Leganés,Jorge Sáenz,ESP,DF,28,1996.0,17.8,35,21,18,16,1,11,19,57.9,8,26,17,9,25,60,159,0
La Liga,2425,Leganés,Juan Cruz,ESP,"FW,MF",25,2000.0,24.1,31,19,14,15,2,17,34,50.0,17,14,2,12,11,42,31,0
La Liga,2425,Leganés,Juan Soriano,ESP,GK,27,1997.0,6.0,1,1,1,0,0,1,1,100.0,0,0,0,0,0,1,2,0
La Liga,2425,Leganés,Julián Chicco,ARG,"MF,DF",27,1998.0,3.3,11,7,3,6,2,5,8,62.5,3,2,0,2,3,14,9,0
La Liga,2425,Leganés,Marko Dmitrović,SRB,GK,33,1992.0,31.0,1,1,1,0,0,1,2,50.0,1,0,0,0,0,1,26,3
La Liga,2425,Leganés,Matija Nastasić,SRB,DF,32,1993.0,23.4,25,11,21,4,0,17,25,68.0,8,39,30,9,21,46,165,0
La Liga,2425,Leganés,Miguel,ESP,FW,25,1999.0,19.0,16,7,6,4,6,4,14,28.6,10,15,4,11,4,20,23,1
La Liga,2425,Leganés,Munir El Haddadi,MAR,"FW,MF",29,1995.0,8.9,12,9,5,4,3,3,12,25.0,9,8,1,7,1,13,1,1
La Liga,2425,Leganés,Renato Tapia,PER,"MF,DF",29,1995.0,26.0,60,34,29,27,4,23,48,47.9,25,58,23,35,27,87,86,2
La Liga,2425,Leganés,Roberto López,ESP,MF,25,2000.0,4.4,8,6,4,4,0,5,15,33.3,10,5,0,5,1,9,7,2
La Liga,2425,Leganés,Sergi,ESP,DF,33,1992.0,31.9,39,28,22,16,1,17,31,54.8,14,37,28,9,39,78,182,2
La Liga,2425,Leganés,Seydouba Cissé,GUI,MF,24,2001.0,26.2,57,36,18,26,13,23,47,48.9,24,25,1,24,12,69,45,1
La Liga,2425,Leganés,Sébastien Haller,CIV,FW,30,1994.0,4.5,2,0,1,0,1,1,2,50.0,1,1,0,1,0,2,7,0
La Liga,2425,Leganés,Valentin Rosier,FRA,DF,28,1996.0,28.8,72,52,48,16,8,43,68,63.2,25,40,15,25,52,124,149,2
La Liga,2425,Leganés,Yan Diomandé,CIV,"MF,FW",18,2006.0,5.4,10,5,1,4,5,2,11,18.2,9,8,0,8,7,17,5,0
La Liga,2425,Leganés,Yvan Neyou,CMR,MF,28,1997.0,25.7,53,33,21,26,6,22,47,46.8,25,35,5,30,26,79,38,1
La Liga,2425,Leganés,Óscar Rodríguez Arnaiz,ESP,"MF,FW",26,1998.0,14.8,32,17,10,16,6,14,32,43.8,18,10,1,9,20,52,20,0
La Liga,2425,Mallorca,Abdón Prats,ESP,"FW,MF",32,1992.0,5.1,2,1,1,1,0,1,2,50.0,1,2,1,1,1,3,5,0
La Liga,2425,Mallorca,Antonio Raillo,ESP,DF,33,1991.0,34.6,30,17,17,10,3,14,18,77.8,4,46,35,11,28,58,216,1
La Liga,2425,Mallorca,Antonio Sánchez,ESP,"MF,DF",28,1997.0,14.7,28,16,16,8,4,14,32,43.8,18,15,2,13,17,45,32,1
La Liga,2425,Mallorca,Chiquinho,POR,"MF,FW",25,2000.0,1.6,1,0,0,1,0,0,7,0.0,7,3,0,3,2,3,0,0
La Liga,2425,Mallorca,Copete,ESP,DF,25,1999.0,17.0,29,17,18,10,1,11,12,91.7,1,24,16,8,17,46,123,2
La Liga,2425,Mallorca,Cyle Larin,CAN,FW,30,1995.0,19.3,12,6,1,6,5,3,8,37.5,5,12,3,9,1,13,16,0
La Liga,2425,Mallorca,Dani Rodríguez,ESP,"MF,FW",36,1988.0,23.8,48,29,17,21,10,14,27,51.9,13,22,3,19,12,60,29,0
La Liga,2425,Mallorca,Daniel Luna,COL,MF,22,2003.0,0.2,0,0,0,0,0,0,0,0.0,0,1,0,1,0,0,0,0
La Liga,2425,Mallorca,David López,ESP,DF,22,2003.0,0.9,1,1,1,0,0,1,1,100.0,0,0,0,0,1,2,3,0
La Liga,2425,Mallorca,Dominik Greif,SVK,GK,28,1997.0,30.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,10,1
La Liga,2425,Mallorca,Jan Salas,ESP,MF,19,2005.0,0.3,2,1,1,1,0,1,1,100.0,0,0,0,0,0,2,0,0
La Liga,2425,Mallorca,Javier Llabrés,ESP,FW,22,2002.0,0.6,0,0,0,0,0,0,0,0.0,0,1,0,1,0,0,0,0
La Liga,2425,Mallorca,Johan Mojica,COL,DF,32,1992.0,30.5,35,23,26,6,3,19,40,47.5,21,13,5,8,26,61,83,3
La Liga,2425,Mallorca,Leo Román,ESP,GK,24,2000.0,7.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,6,0
La Liga,2425,Mallorca,Manu Morlanes,ESP,MF,26,1999.0,14.6,43,27,18,20,5,18,30,60.0,12,18,7,11,24,67,16,0
La Liga,2425,Mallorca,Marc Domenech,ESP,"FW,MF",19,2006.0,2.6,3,3,1,1,1,2,4,50.0,2,2,0,2,0,3,2,0
La Liga,2425,Mallorca,Martin Valjent,SVK,DF,29,1995.0,30.7,30,21,22,7,1,15,25,60.0,10,32,21,11,18,48,195,1
La Liga,2425,Mallorca,Mateu Morey,ESP,DF,25,2000.0,7.2,20,16,12,5,3,11,20,55.0,9,10,0,10,12,32,24,1
La Liga,2425,Mallorca,Omar Mascarell,EQG,MF,32,1993.0,21.4,26,13,13,12,1,14,34,41.2,20,31,19,12,49,75,57,3
La Liga,2425,Mallorca,Pablo Maffeo,ESP,DF,27,1997.0,26.3,60,40,43,14,3,34,46,73.9,12,32,11,21,25,85,103,1
La Liga,2425,Mallorca,Roberto Navarro,ESP,"MF,FW",23,2002.0,14.2,29,22,14,11,4,9,19,47.4,10,18,0,18,19,48,12,0
La Liga,2425,Mallorca,Samu Costa,POR,MF,24,2000.0,28.4,86,42,43,41,2,32,76,42.1,44,45,15,30,32,118,84,1
La Liga,2425,Mallorca,Sergi Darder,ESP,"MF,FW",31,1993.0,29.5,38,24,15,15,8,16,43,37.2,27,19,1,18,15,53,22,1
La Liga,2425,Mallorca,Siebe Van Der Heyden,BEL,"DF,MF",26,1998.0,1.1,1,1,0,1,0,0,0,0.0,0,1,0,1,2,3,3,0
La Liga,2425,Mallorca,Takuma Asano,JPN,"FW,MF",30,1994.0,11.7,13,9,5,7,1,6,11,54.5,5,7,0,7,6,19,9,0
La Liga,2425,Mallorca,Toni Lato,ESP,DF,27,1997.0,6.0,16,10,6,4,6,6,10,60.0,4,8,4,4,5,21,30,0
La Liga,2425,Mallorca,Valery Fernández,ESP,"MF,FW",25,1999.0,3.4,8,7,3,2,3,5,7,71.4,2,3,1,2,0,8,1,0
La Liga,2425,Mallorca,Vedat Muriqi,KVX,FW,31,1994.0,22.2,7,5,3,2,2,3,7,42.9,4,6,1,5,7,14,42,0
La Liga,2425,Osasuna,Abel,ESP,DF,24,2000.0,22.7,59,35,28,24,7,37,59,62.7,22,29,4,25,18,77,63,2
La Liga,2425,Osasuna,Aimar Oroz,ESP,MF,23,2001.0,32.0,33,18,15,12,6,14,45,31.1,31,27,2,25,20,53,9,0
La Liga,2425,Osasuna,Aitor Fernández,ESP,GK,34,1991.0,1.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,2,0
La Liga,2425,Osasuna,Ante Budimir,CRO,FW,33,1991.0,31.8,20,9,3,11,6,3,13,23.1,10,19,4,15,2,22,24,0
La Liga,2425,Osasuna,Bryan Zaragoza,ESP,"FW,MF",24,2001.0,19.5,13,9,8,4,1,6,21,28.6,15,10,0,10,4,17,8,0
La Liga,2425,Osasuna,Catena,ESP,DF,30,1994.0,33.2,46,28,34,10,2,27,43,62.8,16,39,25,14,34,80,214,2
La Liga,2425,Osasuna,Enzo Boyomo,CMR,DF,23,2001.0,32.2,66,42,45,17,4,29,37,78.4,8,34,19,15,44,110,133,3
La Liga,2425,Osasuna,Iker Benito,ESP,"FW,MF",22,2002.0,0.4,0,0,0,0,0,0,1,0.0,1,0,0,0,1,1,2,0
La Liga,2425,Osasuna,Iker Muñoz,ESP,MF,22,2002.0,6.3,5,2,3,2,0,3,8,37.5,5,8,2,6,4,9,11,1
La Liga,2425,Osasuna,Javi Martínez,ESP,MF,25,1999.0,0.1,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
La Liga,2425,Osasuna,Jesús Areso,ESP,DF,25,1999.0,33.2,50,37,30,13,7,38,55,69.1,17,25,4,21,8,58,91,0
La Liga,2425,Osasuna,Jon Moncayola,ESP,MF,27,1998.0,23.3,70,41,29,33,8,31,60,51.7,29,34,3,31,11,81,20,0
La Liga,2425,Osasuna,Jorge Herrando,ESP,DF,24,2001.0,15.2,17,11,9,5,3,9,15,60.0,6,20,14,6,12,29,65,2
La Liga,2425,Osasuna,José Arnaiz,ESP,"MF,FW",30,1995.0,1.4,7,5,3,3,1,4,7,57.1,3,2,0,2,3,10,1,0
La Liga,2425,Osasuna,Juan Cruz Armada,ESP,DF,32,1992.0,15.9,26,14,11,13,2,15,24,62.5,9,14,4,10,9,35,63,0
La Liga,2425,Osasuna,Kike Barja,ESP,"FW,MF",28,1997.0,3.5,5,4,1,3,1,2,4,50.0,2,5,0,5,3,8,4,0
La Liga,2425,Osasuna,Lucas Torró,ESP,MF,30,1994.0,32.4,74,41,34,35,5,36,64,56.3,28,35,9,26,45,119,67,3
La Liga,2425,Osasuna,Moi Gómez,ESP,"MF,FW",30,1994.0,8.8,13,9,4,7,2,4,8,50.0,4,5,2,3,6,19,7,1
La Liga,2425,Osasuna,Nacho Vidal,ESP,DF,30,1995.0,1.4,2,0,0,1,1,1,4,25.0,3,1,0,1,0,2,6,0
La Liga,2425,Osasuna,Pablo Ibáñez,ESP,MF,26,1998.0,13.7,20,10,7,12,1,10,40,25.0,30,20,7,13,17,37,21,0
La Liga,2425,Osasuna,Raúl,ESP,"FW,MF",24,2000.0,8.0,13,8,3,6,4,5,10,50.0,5,4,0,4,0,13,6,0
La Liga,2425,Osasuna,Rubén García,ESP,"FW,MF",31,1993.0,25.8,50,30,19,21,10,25,57,43.9,32,35,3,32,14,64,33,1
La Liga,2425,Osasuna,Rubén Peña,ESP,"FW,DF",33,1991.0,8.6,12,5,4,3,5,5,24,20.8,19,11,0,11,6,18,12,0
La Liga,2425,Osasuna,Sergio Herrera,ESP,GK,31,1993.0,36.0,2,1,2,0,0,2,5,40.0,3,1,0,1,0,2,28,1
La Liga,2425,Osasuna,Unai García,ESP,DF,33,1992.0,0.7,0,0,0,0,0,0,0,0.0,0,1,0,1,0,0,1,0
La Liga,2425,Rayo Vallecano,Abdul Mumin,GHA,DF,26,1998.0,22.4,37,25,30,7,0,17,27,63.0,10,40,29,11,23,60,125,0
La Liga,2425,Rayo Vallecano,Adri Embarba,ESP,"FW,MF",33,1992.0,17.8,41,20,17,17,7,18,46,39.1,28,17,1,16,13,54,14,2
La Liga,2425,Rayo Vallecano,Alfonso Espino,URU,DF,33,1992.0,9.3,41,24,31,8,2,26,47,55.3,21,19,6,13,12,53,32,1
La Liga,2425,Rayo Vallecano,Andrei Ratiu,ROU,DF,26,1998.0,33.1,70,40,40,20,10,42,69,60.9,27,43,5,38,27,97,71,2
La Liga,2425,Rayo Vallecano,Aridane Hernández,ESP,DF,36,1989.0,10.4,12,10,8,4,0,5,7,71.4,2,9,7,2,4,16,96,2
La Liga,2425,Rayo Vallecano,Augusto Batalla,ARG,GK,29,1996.0,31.0,4,2,4,0,0,4,6,66.7,2,0,0,0,0,4,13,4
La Liga,2425,Rayo Vallecano,Cárdenas,ESP,GK,28,1997.0,6.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,3,0
La Liga,2425,Rayo Vallecano,Etienne Eto'o,CMR,FW,22,2002.0,0.4,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,1,0
La Liga,2425,Rayo Vallecano,Florian Lejeune,FRA,DF,34,1991.0,35.9,46,28,30,14,2,23,43,53.5,20,38,32,6,39,85,174,1
La Liga,2425,Rayo Vallecano,Gerard Gumbau,ESP,MF,30,1994.0,9.1,17,12,8,7,2,7,15,46.7,8,12,4,8,5,22,13,0
La Liga,2425,Rayo Vallecano,Isaac Palazón Camacho,ESP,"MF,FW",30,1994.0,23.0,22,17,10,6,6,8,33,24.2,25,21,2,19,8,30,13,1
La Liga,2425,Rayo Vallecano,Iván Balliu,ALB,DF,33,1992.0,12.7,17,14,8,5,4,6,18,33.3,12,16,4,12,13,30,39,0
La Liga,2425,Rayo Vallecano,James Rodríguez,COL,"MF,FW",33,1991.0,1.6,3,2,1,2,0,0,2,0.0,2,2,0,2,1,4,0,0
La Liga,2425,Rayo Vallecano,Jorge de Frutos,ESP,"FW,MF",28,1997.0,26.7,37,21,16,13,8,14,46,30.4,32,21,0,21,19,56,24,1
La Liga,2425,Rayo Vallecano,Pathé Ciss,SEN,"MF,DF",31,1994.0,22.8,46,23,24,21,1,20,40,50.0,20,31,10,21,37,83,60,3
La Liga,2425,Rayo Vallecano,Pedro Díaz,ESP,MF,26,1998.0,13.0,21,13,6,13,2,12,39,30.8,27,15,0,15,6,27,7,1
La Liga,2425,Rayo Vallecano,Pelayo Fernandez,ESP,DF,22,2003.0,1.1,0,0,0,0,0,0,0,0.0,0,0,0,0,2,2,9,0
La Liga,2425,Rayo Vallecano,Pep Chavarría,ESP,"DF,FW",27,1998.0,27.7,43,33,29,13,1,27,44,61.4,17,35,9,26,28,71,107,1
La Liga,2425,Rayo Vallecano,Randy Nteka,ANG,FW,27,1997.0,12.5,16,5,3,9,4,5,12,41.7,7,13,2,11,4,20,20,0
La Liga,2425,Rayo Vallecano,Raúl de Tomás,ESP,"DF,FW",30,1994.0,0.2,2,2,1,0,1,0,0,0.0,0,0,0,0,0,2,0,0
La Liga,2425,Rayo Vallecano,Sergi Guardiola,ESP,FW,33,1991.0,4.0,5,3,0,5,0,2,3,66.7,1,1,0,1,1,6,2,0
La Liga,2425,Rayo Vallecano,Sergio Camello,ESP,FW,24,2001.0,12.6,9,3,2,5,2,4,6,66.7,2,8,1,7,4,13,16,0
La Liga,2425,Rayo Vallecano,Unai López,ESP,MF,29,1995.0,18.4,28,20,13,10,5,15,34,44.1,19,17,6,11,21,49,20,0
La Liga,2425,Rayo Vallecano,Álvaro García,ESP,"FW,MF",32,1992.0,27.4,33,24,19,8,6,12,29,41.4,17,31,0,31,31,64,42,1
La Liga,2425,Rayo Vallecano,Óscar Trejo,ARG,MF,37,1988.0,5.5,8,5,1,5,2,3,9,33.3,6,9,0,9,4,12,5,0
La Liga,2425,Rayo Vallecano,Óscar Valentín,ESP,MF,30,1994.0,20.4,55,41,21,20,14,33,76,43.4,43,36,8,28,21,76,51,2
La Liga,2425,Real Madrid,Andriy Lunin,UKR,GK,26,1999.0,6.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,2,0
La Liga,2425,Real Madrid,Antonio Rüdiger,GER,DF,32,1993.0,25.5,20,13,14,6,0,11,15,73.3,4,22,14,8,9,29,96,1
La Liga,2425,Real Madrid,Arda Güler,TUR,"MF,FW",20,2005.0,12.9,27,14,9,7,11,8,21,38.1,13,17,0,17,6,33,8,0
La Liga,2425,Real Madrid,Aurélien Tchouaméni,FRA,"DF,MF",25,2000.0,29.3,47,23,25,19,3,21,40,52.5,19,34,25,9,45,92,89,1
La Liga,2425,Real Madrid,Brahim Díaz,MAR,"FW,MF",25,1999.0,14.8,25,19,9,13,3,7,18,38.9,11,16,1,15,4,29,2,1
La Liga,2425,Real Madrid,Chema,ESP,MF,20,2005.0,0.1,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1,0
La Liga,2425,Real Madrid,Dani Carvajal,ESP,DF,33,1992.0,6.8,12,8,7,3,2,9,12,75.0,3,8,3,5,10,22,19,1
La Liga,2425,Real Madrid,Dani Ceballos,ESP,MF,28,1996.0,12.5,39,20,16,17,6,18,33,54.5,15,15,3,12,13,52,10,2
La Liga,2425,Real Madrid,Daniel Yáñez,ESP,FW,18,2007.0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
La Liga,2425,Real Madrid,David Alaba,AUT,DF,32,1992.0,3.5,1,0,1,0,0,0,0,0.0,0,5,5,0,6,7,7,0
La Liga,2425,Real Madrid,Eduardo Camavinga,FRA,"MF,DF",22,2002.0,12.2,42,26,23,16,3,19,33,57.6,14,24,8,16,18,60,23,0
La Liga,2425,Real Madrid,Endrick,BRA,FW,18,2006.0,4.0,1,1,1,0,0,1,3,33.3,2,0,0,0,4,5,1,0
La Liga,2425,Real Madrid,Federico Valverde,URU,"MF,DF",26,1998.0,32.7,48,28,21,22,5,27,40,67.5,13,37,7,30,53,101,51,1
La Liga,2425,Real Madrid,Ferland Mendy,FRA,DF,29,1995.0,11.2,17,14,7,6,4,9,12,75.0,3,11,4,7,9,26,8,1
La Liga,2425,Real Madrid,Fran,ESP,GK,19,2005.0,1.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,2,0
La Liga,2425,Real Madrid,Fran Garcia,ESP,DF,25,1999.0,23.1,47,33,27,15,5,26,45,57.8,19,25,5,20,28,75,66,1
La Liga,2425,Real Madrid,Gonzalo García,ESP,"DF,FW",21,2004.0,0.5,0,0,0,0,0,0,0,0.0,0,1,0,1,0,0,0,0
La Liga,2425,Real Madrid,Jacobo Ramón,ESP,DF,20,2005.0,2.3,7,3,4,3,0,2,2,100.0,0,1,0,1,3,10,8,2
La Liga,2425,Real Madrid,Jesús Vallejo,ESP,DF,28,1997.0,1.1,0,0,0,0,0,0,0,0.0,0,0,0,0,2,2,8,0
La Liga,2425,Real Madrid,Jude Bellingham,ENG,MF,21,2003.0,27.6,61,33,20,27,14,28,42,66.7,14,37,2,35,28,89,23,1
La Liga,2425,Real Madrid,Kylian Mbappé,FRA,FW,26,1998.0,31.3,8,5,1,3,4,1,5,20.0,4,3,0,3,1,9,1,1
La Liga,2425,Real Madrid,Lorenzo Aguado,ESP,DF,22,2002.0,0.1,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,2,0
La Liga,2425,Real Madrid,Lucas Vázquez,ESP,DF,33,1991.0,23.5,57,34,33,17,7,26,47,55.3,21,22,5,17,17,74,33,1
La Liga,2425,Real Madrid,Luka Modrić,CRO,MF,39,1985.0,19.3,31,20,16,13,2,14,32,43.8,18,16,5,11,26,57,17,0
La Liga,2425,Real Madrid,Raúl Asencio,ESP,DF,22,2003.0,17.6,21,15,18,3,0,10,13,76.9,3,9,5,4,14,35,85,2
La Liga,2425,Real Madrid,Rodrygo,BRA,"FW,MF",24,2001.0,21.4,21,14,14,5,2,7,23,30.4,16,18,1,17,11,32,9,0
La Liga,2425,Real Madrid,Thibaut Courtois,BEL,GK,33,1992.0,30.0,0,0,0,0,0,0,0,0.0,0,0,0,0,1,1,15,1
La Liga,2425,Real Madrid,Vinicius Júnior,BRA,FW,24,2000.0,24.6,21,10,7,4,10,5,18,27.8,13,7,0,7,3,24,1,2
La Liga,2425,Real Madrid,Víctor Muñoz,ESP,"FW,DF",21,2003.0,0.4,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
La Liga,2425,Real Madrid,Éder Militão,BRA,DF,27,1998.0,10.4,19,17,14,5,0,7,12,58.3,5,13,8,5,12,31,35,0
La Liga,2425,Real Sociedad,Aihen Muñoz,ESP,DF,27,1997.0,11.2,23,12,13,8,2,13,27,48.1,14,11,6,5,13,36,45,0
La Liga,2425,Real Sociedad,Ander Barrenetxea,ESP,"MF,FW",23,2001.0,13.8,25,18,7,13,5,6,23,26.1,17,15,0,15,11,36,16,1
La Liga,2425,Real Sociedad,Aritz Elustondo,ESP,DF,31,1994.0,16.2,20,11,15,3,2,11,19,57.9,8,17,12,5,11,31,96,0
La Liga,2425,Real Sociedad,Arkaitz Mariezkurrena,ESP,"FW,MF",20,2005.0,1.9,1,0,1,0,0,0,4,0.0,4,2,0,2,1,2,3,0
La Liga,2425,Real Sociedad,Arsen Zakharyan,RUS,"MF,FW",21,2003.0,0.8,1,1,1,0,0,1,1,100.0,0,1,1,0,1,2,0,0
La Liga,2425,Real Sociedad,Beñat Turrientes,ESP,MF,23,2002.0,9.7,14,6,4,9,1,4,14,28.6,10,14,2,12,5,19,12,0
La Liga,2425,Real Sociedad,Brais Méndez,ESP,MF,28,1997.0,16.9,24,13,6,14,4,9,24,37.5,15,14,1,13,7,31,16,1
La Liga,2425,Real Sociedad,Daniel Díaz,ESP,MF,18,2006.0,0.1,1,1,1,0,0,0,0,0.0,0,1,0,1,0,1,0,0
La Liga,2425,Real Sociedad,Hamari Traoré,MLI,DF,33,1992.0,7.8,19,12,10,7,2,15,22,68.2,7,6,2,4,9,28,21,0
La Liga,2425,Real Sociedad,Igor Zubeldia,ESP,DF,28,1997.0,25.2,34,22,21,10,3,14,26,53.8,12,32,18,14,31,65,100,2
La Liga,2425,Real Sociedad,Javi López,ESP,DF,23,2002.0,21.5,40,23,23,12,5,23,37,62.2,14,21,7,14,11,51,59,2
La Liga,2425,Real Sociedad,Jon Aramburu,VEN,DF,22,2002.0,26.3,95,68,56,29,10,63,96,65.6,33,38,8,30,28,123,96,0
La Liga,2425,Real Sociedad,Jon Magunazelaia,ESP,MF,23,2001.0,0.1,1,1,1,0,0,0,0,0.0,0,0,0,0,0,1,0,0
La Liga,2425,Real Sociedad,Jon Martin,ESP,DF,19,2006.0,9.0,10,8,6,3,1,6,9,66.7,3,12,8,4,7,17,68,1
La Liga,2425,Real Sociedad,Jon Pacheco,ESP,DF,24,2001.0,8.5,13,9,10,3,0,8,10,80.0,2,8,6,2,8,21,45,2
La Liga,2425,Real Sociedad,Luka Sučić,CRO,MF,22,2002.0,19.0,24,17,7,12,5,9,24,37.5,15,29,2,27,13,37,15,1
La Liga,2425,Real Sociedad,Luken Beitia,ESP,DF,20,2004.0,0.1,1,1,1,0,0,1,1,100.0,0,0,0,0,0,1,2,0
La Liga,2425,Real Sociedad,Martín Zubimendi,ESP,MF,26,1999.0,32.7,73,37,31,29,13,28,44,63.6,16,41,16,25,44,117,78,3
La Liga,2425,Real Sociedad,Mikel Oyarzabal,ESP,FW,28,1997.0,24.8,24,15,8,10,6,10,23,43.5,13,17,1,16,4,28,15,0
La Liga,2425,Real Sociedad,Nayef Aguerd,MAR,DF,29,1996.0,19.6,30,24,17,12,1,12,18,66.7,6,21,15,6,13,43,91,0
La Liga,2425,Real Sociedad,Olasagasti,ESP,MF,24,2000.0,9.0,19,9,5,9,5,7,17,41.2,10,8,2,6,14,33,10,0
La Liga,2425,Real Sociedad,Orri Steinn Óskarsson,ISL,FW,20,2004.0,10.5,6,6,2,1,3,2,8,25.0,6,10,1,9,2,8,11,0
La Liga,2425,Real Sociedad,Pablo Marín,ESP,MF,21,2003.0,13.3,24,16,5,13,6,9,18,50.0,9,12,3,9,4,28,14,0
La Liga,2425,Real Sociedad,Sergio Gómez,ESP,"MF,DF",24,2000.0,29.6,70,39,29,29,12,30,55,54.5,25,44,3,41,18,88,29,2
La Liga,2425,Real Sociedad,Sheraldo Becker,SUR,"FW,MF",30,1995.0,11.1,3,2,0,3,0,0,2,0.0,2,4,0,4,1,4,10,0
La Liga,2425,Real Sociedad,Takefusa Kubo,JPN,"MF,FW",23,2001.0,25.4,30,19,10,11,9,16,39,41.0,23,35,1,34,15,45,13,1
La Liga,2425,Real Sociedad,Umar Sadiq,NGA,FW,28,1997.0,2.5,2,1,1,1,0,1,2,50.0,1,3,1,2,1,3,2,0
La Liga,2425,Real Sociedad,Unai Marrero,ESP,GK,23,2001.0,1.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1,0
La Liga,2425,Real Sociedad,Urko González,ESP,MF,24,2001.0,0.5,0,0,0,0,0,0,0,0.0,0,1,1,0,0,0,0,0
La Liga,2425,Real Sociedad,Álex Remiro,ESP,GK,30,1995.0,36.0,1,0,1,0,0,1,2,50.0,1,0,0,0,0,1,18,4
La Liga,2425,Real Sociedad,Álvaro Odriozola,ESP,DF,29,1995.0,0.5,1,1,1,0,0,0,0,0.0,0,0,0,0,0,1,1,0
La Liga,2425,Sevilla,Adrià Pedrosa,ESP,DF,27,1998.0,24.5,55,32,33,16,6,30,53,56.6,23,42,11,31,22,77,81,0
La Liga,2425,Sevilla,Akor Adams,NGA,FW,25,2000.0,1.5,0,0,0,0,0,0,0,0.0,0,1,0,1,0,0,1,0
La Liga,2425,Sevilla,Albert Sambi Lokonga,BEL,MF,25,1999.0,16.3,22,15,10,9,3,10,14,71.4,4,13,1,12,9,31,24,3
La Liga,2425,Sevilla,Carmona,ESP,DF,23,2002.0,32.0,82,58,52,21,9,40,74,54.1,34,35,10,25,68,150,92,3
La Liga,2425,Sevilla,Chidera Ejuke,NGA,FW,27,1998.0,10.7,19,13,8,9,2,9,20,45.0,11,12,0,12,5,24,8,0
La Liga,2425,Sevilla,Darío Fuentes,ESP,DF,22,2003.0,0.1,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
La Liga,2425,Sevilla,Diego Iturralde,ESP,FW,22,2003.0,0.4,0,0,0,0,0,0,0,0.0,0,0,0,0,1,1,1,0
La Liga,2425,Sevilla,Djibril Sow,SUI,MF,28,1997.0,22.4,23,13,12,9,2,8,17,47.1,9,18,3,15,26,49,26,1
La Liga,2425,Sevilla,Dodi Lukebakio,BEL,FW,27,1997.0,33.9,22,14,8,8,6,15,27,55.6,12,18,1,17,8,30,17,2
La Liga,2425,Sevilla,Gonzalo Montiel,ARG,"DF,MF",28,1997.0,1.3,4,2,3,1,0,3,4,75.0,1,0,0,0,2,6,11,0
La Liga,2425,Sevilla,Isaac Romero,ESP,FW,25,2000.0,24.0,13,7,4,4,5,3,16,18.8,13,18,1,17,7,20,27,0
La Liga,2425,Sevilla,Israel Domínguez,ESP,FW,22,2003.0,0.2,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
La Liga,2425,Sevilla,Jesús Navas,ESP,"FW,MF",39,1985.0,4.7,5,2,3,0,2,0,3,0.0,3,1,0,1,4,9,6,0
La Liga,2425,Sevilla,Juanlu Sánchez,ESP,"MF,DF",21,2003.0,18.3,49,34,27,15,7,34,55,61.8,21,27,2,25,16,65,19,0
La Liga,2425,Sevilla,Kelechi Iheanacho,NGA,FW,28,1996.0,4.4,1,0,0,1,0,1,3,33.3,2,0,0,0,0,1,1,0
La Liga,2425,Sevilla,Kike Salas,ESP,DF,23,2002.0,23.9,47,28,24,16,7,27,44,61.4,17,25,14,11,32,79,143,0
La Liga,2425,Sevilla,Leandro Antonetti,PUR,FW,22,2003.0,0.3,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
La Liga,2425,Sevilla,Loïc Bade,FRA,DF,25,2000.0,29.8,47,27,37,10,0,23,31,74.2,8,22,13,9,29,76,162,2
La Liga,2425,Sevilla,Lucas Ocampos,ARG,FW,30,1994.0,1.9,3,2,2,0,1,1,2,50.0,1,2,0,2,0,3,2,0
La Liga,2425,Sevilla,Lucien Agoume,FRA,MF,23,2002.0,22.5,67,30,22,36,9,26,38,68.4,12,28,10,18,40,107,40,0
La Liga,2425,Sevilla,Manu Bueno,ESP,MF,20,2004.0,1.4,4,3,0,1,3,1,2,50.0,1,0,0,0,0,4,2,0
